"ACCESS-ESM1-5","CanESM5","CESM2","GFDL-ESM4","IPSL-CM6A-LR","MIROC-ES2L","MPI-ESM1-2-LR","NorESM2-LM","UKESM1-0-LL"
847.784478680598,1487.5309809253,1857.86937211797,519.303428439335,610.334031022586,1457.28449929408,951.72696748759,2590.14429330731,1748.99527379448
846.953170919986,1486.89428871327,1858.13903100192,518.568219970282,610.377739061227,1456.31794739295,950.977498240925,2590.11693488194,1749.20184202588
845.719540022132,1486.21113717938,1857.76867450892,518.901869299438,609.606705697263,1455.60883674547,949.65058125997,2589.84178581502,1749.45422817314
844.679975104727,1485.08917657184,1857.17750661336,518.81586104747,608.70921382056,1454.65595369873,948.936134268173,2589.63925446964,1747.79474046037
843.669458834583,1483.77992074151,1857.01891636499,517.40363985086,607.918131399283,1452.71167999327,947.840016724219,2589.51094957894,1746.09369948348
842.686519306714,1482.75263147497,1856.5103744343,516.5342040424,607.532651914879,1450.56851394325,948.853763420357,2589.41546674617,1744.48877887684
841.684465585055,1481.62671688601,1856.18414232577,515.776278092803,607.324763567055,1449.66784278324,949.116242036603,2588.88808213073,1743.26411722624
840.462313564264,1479.88784184252,1855.60470262078,515.134752395543,606.879175992376,1449.2003790228,948.465253416008,2588.25863753139,1742.85933019298
838.984030851577,1478.90605644058,1855.36215451513,514.932163417393,606.720134881474,1447.19097991146,947.610533595223,2587.71024688876,1741.65043823043
837.798233658015,1478.12093778915,1855.52925156585,513.148735981707,606.627362844061,1444.11109581328,948.17152306577,2586.87378544779,1740.74150319033
837.084937666898,1476.726251303,1855.22183292452,511.876604054306,606.108741030392,1442.13913065042,947.688247742734,2586.31537263772,1739.86891579252
835.981852255266,1476.04039600057,1854.86584108707,511.32986146889,605.199611709387,1441.47284409784,946.495384643954,2586.5114087472,1739.10704708418
834.906288972236,1474.85850769753,1854.46414185607,511.85125810081,604.629851565083,1440.87158677042,946.352496400442,2586.35021948329,1737.22757408234
834.094362360056,1473.5905205169,1854.13970941069,512.008843213525,604.369657498868,1439.42518513255,947.338878676718,2586.20693337677,1735.34216504175
833.44733645527,1472.16244260792,1853.74353883572,510.707884823322,604.05694840852,1437.98859434977,946.443258198259,2585.81258796508,1735.40767310913
832.206058775154,1471.40841965945,1853.44255921084,508.874181156319,602.982390858707,1437.15224427143,946.068554646597,2585.14848244249,1735.78416208802
830.561165913903,1470.56658423375,1853.1663082102,507.100435123857,602.522864879795,1436.29663139006,946.677077696542,2584.5892459196,1735.30930332009
829.216270421163,1468.91939959203,1853.00142788888,506.877015710457,602.186464819165,1434.22392511301,945.73769987314,2584.63037134577,1734.16619909595
827.891938031392,1467.37258225428,1852.45121120669,505.278220771607,601.400729330267,1432.03334153152,945.92974937677,2584.38146532818,1732.87719536075
826.78986585394,1466.46272751872,1852.2980742211,503.895650501589,600.876787865778,1431.09496412686,945.569201616592,2583.78200727085,1731.94265040843
825.763200714848,1464.96574781924,1851.86576403284,504.244168771077,600.056637283647,1430.19281800669,945.452284973077,2583.39011498774,1731.06223948636
824.323013576341,1463.65915736067,1851.48560240926,504.24333812409,599.341487350366,1429.0677208603,945.12292463086,2583.12923638973,1729.65119119943
823.047443238208,1462.68545170445,1851.39011870342,503.797524287208,598.51792135398,1427.12813162044,943.268404352063,2582.52428823661,1727.99388727888
821.755734316689,1461.29903322504,1851.30244217992,503.507743538013,597.925953786167,1425.1125501301,943.022370444322,2582.0451729968,1726.34000641661
820.15943361804,1459.84694241477,1851.0288099531,502.837711825994,597.3294987686,1424.46994659807,944.089439323156,2581.97830839205,1724.37445802271
818.908161634383,1458.51291978456,1850.24778877596,501.008737327536,596.525284080093,1423.42309516444,944.633954479615,2581.858370362,1723.39053374745
817.526136094981,1456.69095495709,1849.3646092646,498.978319937016,596.287158916042,1420.96515771909,943.199036888646,2581.49518342342,1722.10176369588
816.342625509457,1455.32815898087,1849.24764101782,498.945708060589,595.88847225694,1418.8854247704,942.050099575132,2580.77674080501,1720.31254830514
815.082826740813,1454.06274875241,1848.60165720383,498.357605905257,594.840426114619,1418.0423959701,941.977968837355,2580.6652607568,1719.67801603537
813.441108743672,1452.59480965946,1847.89100334004,497.07186492683,594.136725310545,1417.32413095567,941.151147619836,2579.9818341313,1719.61506558899
812.017032460592,1450.26734662119,1847.89672989671,495.295727771325,593.560676138347,1416.3547850765,940.731853200549,2579.13477906017,1719.3463359037
810.914008069964,1448.71130613368,1847.24589171272,495.154068714457,593.052409120914,1414.10724453223,940.167363963482,2578.64251926705,1718.323703785
809.684668767097,1447.62428459156,1846.87444984317,496.520264374354,592.665422636621,1412.2640639966,939.750435204268,2578.30838867772,1715.38566475828
808.29294341894,1446.38872884807,1846.76184097367,494.502870744303,591.878826326966,1411.24982329063,939.667701164416,2577.86920844348,1712.89986778875
807.050162465678,1445.20146358062,1846.31771703593,492.061757004043,590.946942261975,1409.3056971815,939.242129647025,2577.61352563507,1711.19364056441
805.755587657392,1443.29286251316,1845.48962180021,490.826355206231,590.726835496884,1406.09568514046,938.990562524396,2577.26182308557,1710.68744775818
804.2717291893,1441.96366908533,1844.95734183317,490.381874239186,590.237328127326,1403.35610300656,937.700951726227,2576.67798583871,1709.36485615883
802.703605646879,1440.28773223994,1844.20504326796,489.002846339127,589.429811582865,1401.77746594109,936.345520258907,2576.03362528122,1708.20504223453
801.324222366938,1438.91117973002,1843.53981485528,487.689727424319,588.572394581892,1400.116465358,935.930920717566,2575.4141405133,1707.66039772719
799.969399380662,1437.22826182686,1843.09347295883,486.711835267992,588.040475707662,1397.57900991806,935.150697190098,2574.9344904354,1706.28346596348
798.607817003307,1435.41024740918,1842.69894619897,486.096293745953,587.676968479442,1394.51334742414,935.471191087277,2574.47896278533,1704.60257414792
797.418247552554,1433.53325923514,1842.32486839261,485.492734959277,587.243053330713,1392.32296804784,935.110423961108,2574.17488722704,1703.19335175689
796.278359961073,1432.07072489798,1841.94300149797,484.752176920971,586.873815689864,1390.84116005859,934.329952033725,2573.64852245321,1700.70580386852
794.872908872452,1429.54110681888,1841.33263907968,484.643945292659,585.976405296842,1388.92747434738,933.882921539015,2572.82281257959,1699.28594225165
793.530890187282,1427.76354723299,1840.71729473968,483.252330693356,585.198554746652,1385.88488996612,933.883260775086,2572.44642531676,1698.15707367027
791.758610126621,1426.52154729565,1839.77471347044,481.354386720482,584.518819343604,1383.24103498125,933.189728205205,2571.79344592619,1697.23770187657
790.196004410612,1424.85254612181,1839.21467683196,481.234001446298,584.307097431244,1382.14272119479,932.693324516833,2571.19498840675,1695.18174128805
788.778550793564,1423.1595321203,1838.85901419335,480.73106019385,583.32060037296,1381.15431423788,932.058234511848,2570.84868082119,1693.806187205
787.249718106773,1421.82718427411,1837.80499820333,479.533902240815,582.348469063541,1378.61450119002,931.52703462869,2570.31601869431,1691.70279113892
786.112311331791,1420.17453694202,1836.85509546979,478.290209932166,581.830849688705,1375.69080783597,931.186056077335,2569.76991286471,1689.60807376296
784.939302200117,1417.65681004365,1836.16158365131,476.96690143701,581.038838900186,1373.93229031897,931.073236573659,2568.90999439474,1688.30146326357
783.817093690067,1415.54798996713,1835.44717987632,475.763429148394,580.120902865354,1373.07509997269,931.108458928826,2568.58479055713,1686.79091516611
782.28299267414,1413.78728315935,1834.98471811597,474.384681237797,579.051077421331,1371.04327827443,930.44551677977,2568.04043732241,1684.90276733863
780.954329967765,1412.02481198549,1834.69296937364,472.871579598043,578.619985816085,1368.05421624654,929.67072640713,2566.69237135031,1683.54824809073
779.346148674015,1410.85526666567,1833.41934807447,471.992135783929,578.011068000936,1365.74210087618,929.351780697229,2565.49410033414,1681.34857501975
777.774937869449,1409.18418189754,1832.26230453021,471.36826531687,577.002280081371,1364.65614615457,928.539834381186,2564.84913117274,1679.5764156022
776.19235562916,1406.97209495837,1831.57514620893,470.904190883335,576.152439687325,1362.69623762071,928.622021590221,2564.76790384105,1678.94967113965
774.215515612021,1405.11488361623,1830.63353842157,470.112747312173,575.198381950704,1359.37315405403,929.088678054422,2564.31893870707,1677.108832431
772.514247569976,1403.20541530662,1829.71543545459,468.990305763315,574.660876611911,1356.60385123102,928.073263957227,2563.32965902473,1675.43633749161
770.840211892665,1400.64989240839,1829.41049707034,467.566615403992,573.990311191674,1354.79007154453,927.050804626649,2562.58583416708,1673.70093298017
769.466990383381,1399.21480720434,1828.75851870642,466.538812796964,572.83815800895,1353.38075784478,927.300618192752,2561.85197342866,1672.1560547304
768.098761713505,1397.06242829782,1827.62850875162,465.622607613521,572.28599539864,1351.2071451917,926.808937219931,2561.1886484025,1670.22779583297
767.142317207303,1394.53991198012,1826.5853974344,464.724995403498,571.82778577056,1348.04948628575,925.040636854633,2560.67682964389,1668.04849740815
765.918920907117,1393.04699540357,1825.74371123708,463.767461533983,571.310198344123,1345.89811061658,924.248636344529,2559.86068068039,1665.75249426639
764.459436658416,1390.58627438528,1824.87478591292,462.681013632625,570.539081588548,1344.67055504883,923.845861477385,2559.1213952193,1663.31972890417
763.077408608779,1389.33733162429,1823.94097161128,463.085792270033,569.944791825977,1343.53692267466,923.632801392664,2558.3833732402,1660.11245337292
761.839809048932,1387.03471847806,1822.61120012733,463.755772486471,568.780556244843,1341.09717259166,923.206956374569,2557.28259240411,1658.65736803856
760.704675134434,1384.58190276653,1821.79268899463,462.329664814312,567.38705811372,1337.77487358814,922.450800205104,2556.74353247973,1657.10270740305
759.808776055619,1382.69911171216,1820.81971300781,458.989089934803,566.419383789002,1335.45739206098,921.186592928978,2556.36196853415,1655.20068346678
758.210292529268,1380.89970997731,1819.90904882988,458.083390112696,565.713308925402,1333.15694881757,920.078299935165,2555.5756186619,1652.56075435196
755.824935023338,1377.96508501557,1819.33028106574,457.999573667202,564.578155032911,1330.46841611624,918.638849757628,2555.33748737021,1650.89078689715
754.04526885649,1375.81955158358,1818.0168523506,455.752346932578,563.765775525792,1327.06099301061,918.57147212544,2554.47085241774,1649.2754665406
752.104021750074,1374.17914550036,1817.14561980657,454.266896000292,562.925037104843,1324.54815513614,917.766862198972,2553.31127431024,1647.59562243978
749.913240693768,1372.34827687801,1815.63265699784,453.178648442008,562.355943535399,1323.24856693192,917.232695962446,2552.67231047235,1645.39143529659
748.258536195389,1369.16088083785,1814.2069671516,452.320665441115,560.95462711763,1321.8270840956,916.747019069988,2552.19979648249,1643.16029048493
746.642261849192,1367.27541399816,1813.44493091823,450.470777386932,559.674705343585,1319.35251495892,915.496782271815,2551.2556980123,1641.12966771425
744.967487124487,1365.38102942191,1812.43853744546,449.865121790592,558.728341202299,1316.1173122817,914.367303906984,2550.40565104911,1638.87482333949
743.346509750954,1363.24269127543,1811.11648727288,449.459858893337,558.212735488801,1314.09741619593,913.885404174273,2549.75852353965,1637.32311809417
741.835850361666,1361.03600250721,1810.32997923239,448.259724076281,557.657401432078,1312.62325887075,913.803520121076,2548.98287467366,1635.31894699889
740.614247734836,1359.63166262852,1808.97287901889,447.005600654965,556.545597773073,1310.70438110319,913.464810141902,2547.92341106538,1632.73137932917
739.112871834734,1357.33374923956,1808.28711007392,446.171488518733,555.429376130957,1307.65067602021,912.898430230075,2547.25172276389,1629.96678836946
737.290473115635,1354.14690923313,1806.87016066606,444.926686879586,554.834082503524,1304.54120712367,912.083431664633,2546.42729826145,1627.2867135837
735.874740358116,1352.73286767312,1805.73958956724,443.854138507961,554.265364652893,1302.83102946071,910.63500590006,2545.721541654,1624.99860884726
734.611533563416,1351.15724626604,1804.45390696708,441.966114281858,553.155766443668,1301.10778999763,909.983983410492,2544.80870281914,1622.82899640518
733.141874031416,1349.35628966389,1803.16588826783,439.549758941978,552.381106981895,1299.34161078414,909.429495915356,2543.98517037536,1620.89308142979
731.475701191506,1346.47814339798,1802.05170190692,438.339226983421,551.109806273082,1296.61936399394,908.620089736326,2543.10211615677,1618.59542005129
729.753898902243,1343.3189562199,1800.40342933532,437.621208079499,549.688910740327,1294.04052708664,908.359790487014,2542.30598623497,1615.1794745768
728.324938040222,1340.25976261628,1799.4103852244,437.12300453759,548.254952326812,1292.19031802299,908.727174127605,2541.1917963251,1612.80331585351
727.019623253301,1338.09990082734,1798.67138573676,436.657555818661,547.141938443575,1290.03344929701,907.668236943953,2540.50954287214,1610.37833884116
725.574771253844,1335.7547617535,1797.35114443402,435.441244277205,546.131079086397,1286.78553607556,906.747951957473,2539.98203897102,1608.39384845445
723.966671686314,1333.97393631023,1796.31892899321,433.908210217857,545.188262403099,1283.89781013675,905.824024570709,2537.95782948973,1607.08335983333
722.585212001138,1330.60523333469,1795.08585474784,432.293395905529,544.177646711614,1282.34985969441,906.10059413476,2536.33574472044,1604.57352503469
721.151822120799,1328.20451407937,1793.6044736204,431.172387420292,542.688930678349,1280.39653167559,905.676566280868,2535.94958721066,1601.43722492437
719.879017521726,1326.44256448698,1792.14792669915,429.350289732527,541.546881017217,1278.08614158153,904.542937718689,2535.06249755134,1599.16897813807
718.525769625314,1324.30527647352,1790.84463704946,428.564891641314,540.291801947427,1275.26572167184,902.561725472639,2533.9355003322,1596.26663379111
717.001926513436,1320.94668984926,1789.51211359507,428.85115826438,539.078778817872,1272.31197841947,902.041966771183,2533.26276269774,1591.81288978268
715.281820884125,1318.37592740685,1788.04763447526,427.738369147733,537.804482059534,1269.7536133514,902.296900628782,2532.39948114757,1589.9582812894
713.730870420959,1316.14788369226,1786.90031728529,426.377220310122,536.672820624475,1267.38056603636,902.660769958292,2531.01156329663,1589.37620984718
712.048452068443,1313.58283701954,1785.46941911347,425.389748310991,535.453603955814,1264.02948499023,902.193176307126,2529.70555654631,1587.49869357022
710.308805386425,1311.60575948388,1784.19429054287,424.970876144878,534.468997508121,1260.87898239915,901.372087984947,2528.36203363531,1583.94642846942
708.82841947446,1308.6974231296,1782.70464571237,424.385233503891,532.931401762611,1258.44985865094,901.105359029703,2527.22179135645,1580.37534782006
