"beta","gamma","Cs"
0.289905502153572,-26.3481779387297,867.612767379072
0.422839610813371,-17.656804206528,1505.03891627521
0.145145320720935,-5.5914813066898,1863.12477185822
0.361253735205689,-19.836648600505,536.048222976471
0.331745239048386,-10.0773965729276,619.780673209623
0.563691603288143,-39.2263412386898,1487.31337433712
0.48274618132592,-15.9422191817474,964.316956411988
0.132990172125966,-9.49277862381504,2596.26084837729
0.327252870474582,-20.8875185260574,1771.93013888112
