"ACCESS-ESM1-5","CanESM5","CESM2","GFDL-ESM4","IPSL-CM6A-LR","MIROC-ES2L","MPI-ESM1-2-LR","NorESM2-LM","UKESM1-0-LL"
14.3283779114532,13.5561033648068,13.6997453228026,13.3303577625375,12.7101659102402,14.9550876827679,13.5022838036712,14.4490329379947,13.7909400310417
14.3956618007884,13.5326069982812,13.8058235908094,13.1996920068938,12.8741713193893,15.0436564421009,13.5807193668642,14.4813959082275,13.6739835182383
14.4271542004747,13.678042367635,13.8131608872683,13.3269044423689,12.7038392628937,15.010727856661,13.546813745455,14.4629562567598,13.7315960875046
14.2965021480977,13.6718780597689,13.7447473527362,13.4267979859562,12.8420889138007,14.9606925140457,13.6201857690406,14.463816893154,13.4829831199322
14.4645504709188,13.4997709261262,13.8099487136616,13.4783853387063,12.9617187869054,14.8893157501349,13.5323152986142,14.6053903718299,13.5984704117816
14.3808232643792,13.5053787659469,13.9560284353346,13.4009351443462,13.0538533404643,14.991629856851,13.6069952574361,14.6588973675579,13.7022721840826
14.5135295100212,13.562494721739,14.0430417769119,13.4048914958119,12.7556853026967,15.0113673398407,13.5531016231915,14.7024870316253,13.7412631453725
14.5836194441701,13.4979547137596,14.0708451197067,13.3828453054662,12.768834878497,15.0430262601291,13.3821694483489,14.500921408348,13.651127005297
14.4893547190698,13.5521026868769,14.0120335447115,13.4304173514116,12.877202352794,15.0650703469623,13.642255138609,14.4760618950565,13.5291970342604
14.5897870477961,13.5138405582645,14.1309094337134,13.3677767918879,12.932076624951,14.9796313455695,13.8364964472231,14.4927911017487,13.4745285038782
14.5392771907801,13.6048015400815,14.1271882701415,13.4681440949023,13.0276912873281,15.1350827419441,13.721666242803,14.492240410883,13.5610671905227
14.4732399639964,13.5359728900624,14.2640879425587,13.6263294883733,13.0581879732219,15.2107694337183,13.6591914873812,14.5122915220268,13.7441759199497
14.6862563949736,13.6354304736254,14.4206921229925,13.5509026081622,13.2683658571829,15.058759542151,13.7744057193808,14.558987125279,13.9661788423057
14.7784666709364,13.6324055145931,14.4146661003502,13.3569170160344,13.1326459189216,15.0466285139095,13.90430352381,14.53491737943,13.9529898566293
14.6894207323341,13.7686136948681,14.5238706231436,13.3677901216057,13.0948884814861,15.1607823655331,13.868603457985,14.5470226620074,13.885297071146
14.7260357824954,13.793325064413,14.1832486156622,13.7296655379394,13.1990881881837,15.3049133670536,13.8735765329381,14.7173270683803,14.0313818916028
14.8403965415521,13.691034992455,14.2205992114787,13.7551758643267,13.3403434230973,15.4974987001496,13.9087596291438,15.0647135899016,14.0227271240629
14.805065427673,13.8808849891857,14.2642300310127,13.5464527552535,13.19271370381,15.3609147678931,13.9324767689352,14.8764928981614,13.9142622337938
14.7937390440131,13.9011995091493,14.167692808145,13.724449419245,13.2354371496989,15.1038155847433,13.8524155532101,14.5614334652105,13.9520410364024
14.8634974501531,13.896809005615,14.2474203434358,13.7580026398676,13.2305229275285,15.1684779814967,13.8599713569546,14.7580704794845,13.9533539223019
14.7268046365363,13.8447754679222,14.1650138724183,13.6713640523218,13.3554734827844,15.3554725613082,13.9427457237082,14.9135385794262,14.0564274256815
14.8831468676468,13.857735212653,14.230819522141,13.7220196756622,13.3032572535244,15.3106991139262,14.0041211720783,14.9042221682246,14.0471633114941
15.0256049504638,14.0689825962027,14.2467584099897,13.8356890267153,13.5931377911578,15.241915524011,14.1317613023485,14.9095080212837,14.2935565263651
14.9874066114028,14.2570299460766,14.44476685091,13.8172544162371,13.599285639372,15.2935203558257,14.1182201619001,14.9735097150883,14.2218277250544
14.9649272699346,14.2799603045116,14.5450942391743,13.8848437379137,13.36138541023,15.530272069218,14.102340904835,15.026603242635,14.1255474831699
15.0850292293298,14.2468510046065,14.4772970364198,13.9186008795842,13.2758965784972,15.6935739002044,14.0440276105492,15.0290762204044,14.2110343109575
